,City,State,Country,log,lat,log_S,lat_S,log_Con,lat_Con,id_country,id_state,id_city
1071,Dharamsala,Himachal Pradesh,India,76.3196717,32.2143039,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41072
1072,Palampur,Himachal Pradesh,India,76.5098926962527,32.0893012,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41073
1073,Kangra,Himachal Pradesh,India,76.25,32.166667,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41074
1074,Shimla,Himachal Pradesh,India,77.1709729,31.1041526,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41075
1075,Nahan,Himachal Pradesh,India,77.25728516676574,30.56256885,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41076
1076,Hamirpur,Himachal Pradesh,India,80.0,25.75,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41077
1077,Solan,Himachal Pradesh,India,77.08200509063624,30.92589585,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41078
1078,Chamba,Himachal Pradesh,India,76.23086565661742,32.518429,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41079
1079,Mandi,Himachal Pradesh,India,76.95331690779145,31.6723392,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41080
1080,Sirmaur,Himachal Pradesh,India,77.5,30.75,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41081
1081,Baddi,Himachal Pradesh,India,76.7674000810934,30.9763026,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41082
1082,Paonta Sahib,Himachal Pradesh,India,77.5819610357789,30.48904715,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41083
1083,Bilaspur,Himachal Pradesh,India,79.29838501460121,28.8680526,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41084
1084,Kulu,Himachal Pradesh,India,33.028629,39.0370572,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41085
1085,Manali,Himachal Pradesh,India,77.18812183241408,32.26309405,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41086
1086,Una,Himachal Pradesh,India,76.25,31.583333,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41087
1087,Kangar,Himachal Pradesh,India,100.1944838,6.4389312,75.97547005187947,29.965263258823523,78.6677428,22.3511148,85,10409,41088
1088,Srinagar,Jammu and Kashmir,India,74.8204443,34.0747444,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41089
1089,Rajauri,Jammu and Kashmir,India,74.33683188010335,33.378822400000004,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41090
1090,Jammu,Jammu and Kashmir,India,74.8580917,32.7185614,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41091
1091,Anantnag,Jammu and Kashmir,India,75.1455138,33.7368773,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41092
1092,Bishnah,Jammu and Kashmir,India,74.87128175994778,32.561417899999995,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41093
1093,Pulwama,Jammu and Kashmir,India,74.9003129,33.8756947,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41094
1094,Ramban,Jammu and Kashmir,India,75.20509890752818,33.211637100000004,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41095
1095,Baramula,Jammu and Kashmir,India,74.75,34.566667,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41096
1096,Greater Kailash,Jammu and Kashmir,India,77.2384925,28.5419077,75.12511863861992,32.96292554444445,78.6677428,22.3511148,85,10410,41097
1097,Ranchi,Jharkhand,India,85.3250387,23.3700501,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41098
1098,Jasidih,Jharkhand,India,86.6457528,24.5137863,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41099
1099,Jamshedpur,Jharkhand,India,86.2029579,22.8015194,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41100
1100,Deogarh,Jharkhand,India,84.7301184,21.5370786,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41101
1101,Chatra,Jharkhand,India,84.87817691941733,24.20162495,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41102
1102,Hazaribag,Jharkhand,India,85.25,24.0,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41103
1103,Dumka,Jharkhand,India,87.30064714192224,24.2538512,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41104
1104,Palamu,Jharkhand,India,84.083333,23.916667,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41105
1105,Garhwa,Jharkhand,India,83.82522584408349,24.15529035,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41106
1106,Bokaro,Jharkhand,India,85.99106894165021,23.69912795,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41107
1107,Ramgarh,Jharkhand,India,85.53691564663127,23.59877595,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41108
1108,Dhanbad,Jharkhand,India,86.4309638,23.7952809,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41109
1109,Godda,Jharkhand,India,87.2928506179686,24.74334305,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41110
1110,Hazaribagh,Jharkhand,India,85.43884568595615,23.9675151,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41111
1111,Gobindpur,Jharkhand,India,85.64744084981831,24.7475329,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41112
1112,Ghatsila,Jharkhand,India,86.4768222,22.5853113,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41113
1113,Pakur,Jharkhand,India,87.8558666,24.6379647,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41114
1114,Chaibasa,Jharkhand,India,85.81888764651222,22.5483518,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41115
1115,Daltonganj,Jharkhand,India,84.0658109,24.0397192,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41116
1116,Giridih,Jharkhand,India,86.25113503301655,24.1608897,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41117
1117,Kodarma,Jharkhand,India,85.69300996279287,24.54238015,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41118
1118,Jumri Tilaiya,Jharkhand,India,85.529513,24.4348984,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41119
1119,Gumla,Jharkhand,India,84.5738480719802,23.0916741,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41120
1120,Pashchim Singhbhum,Jharkhand,India,,,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41121
1121,Saraikela,Jharkhand,India,85.91689291046393,22.7464225,85.69838010717557,23.75371065,78.6677428,22.3511148,85,10411,41122
1122,Mangalore,Karnataka,India,74.8430082,12.8698101,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41123
1123,Gulbarga,Karnataka,India,77.083333,17.166667,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41124
1124,Bagalkot,Karnataka,India,75.6967919,16.1853166,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41125
1125,Bengaluru,Karnataka,India,77.590082,12.9767936,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41126
1126,Hassan,Karnataka,India,76.0992703,13.0070817,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41127
1127,Dharwad,Karnataka,India,75.0066516,15.4540505,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41128
1128,Bangalore Urban,Karnataka,India,77.55364499971128,12.94514225,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41129
1129,Tumkur,Karnataka,India,77.1006208,13.3400771,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41130
1130,Chitradurga,Karnataka,India,76.4005122,14.2266443,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41131
1131,Udupi,Karnataka,India,74.7473232,13.3419169,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41132
1132,Mandya,Karnataka,India,76.8961961,12.5238888,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41133
1133,Davanagere,Karnataka,India,75.9206361,14.4661266,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41134
1134,Chamrajnagar,Karnataka,India,76.9424311,11.9269937,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41135
1135,Shimoga,Karnataka,India,75.574978,13.9326093,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41136
1136,Mysore,Karnataka,India,76.6553609,12.3051828,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41137
1137,Raichur,Karnataka,India,77.166667,16.083333,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41138
1138,Bellary,Karnataka,India,76.9193876,15.1433952,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41139
1139,Karwar,Karnataka,India,74.1319229,14.8120931,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41140
1140,Manipal,Karnataka,India,74.7870308,13.3519723,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41141
1141,Belgaum,Karnataka,India,74.5069343,15.8572666,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41142
1142,Kolar,Karnataka,India,78.1337246,13.1367201,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41143
1143,Bhatkal,Karnataka,India,74.5544089,13.9873619,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41144
1144,Bijapur,Karnataka,India,80.815939,18.7935679,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41145
1145,Koppal,Karnataka,India,76.1547421,15.3484144,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41146
1146,Madikeri,Karnataka,India,75.7387543,12.42149,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41147
1147,Kamalapuram,Karnataka,India,78.61471939296375,14.57322085,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41148
1148,Bidar,Karnataka,India,-1.5898909,43.4391702,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41149
1149,Sulya,Karnataka,India,75.3907575,12.5576644,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41150
1150,Sankeshwar,Karnataka,India,74.4036645,16.2432986,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41151
1151,Nelamangala,Karnataka,India,77.3963586,13.0953024,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41152
1152,,Karnataka,India,11.0480288,46.3144754,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41153
1153,Kodagu,Karnataka,India,75.66531991685233,12.38217745,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41154
1154,Kambipura,Karnataka,India,77.9387039,13.0558284,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41155
1155,Hubli,Karnataka,India,75.1379848,15.3518378,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41156
1156,Challakere,Karnataka,India,76.6497826,14.3134476,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41157
1157,Badami,Karnataka,India,75.6807865,15.9203874,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41158
1158,Manvi,Karnataka,India,77.0481181,15.9967483,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41159
1159,Gadag,Karnataka,India,75.621863,15.419595,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41160
1160,Beltangadi,Karnataka,India,75.2825052,12.9903521,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41161
1161,Gajendragarh,Karnataka,India,75.9644618,15.7322026,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41162
1162,Saundatti,Karnataka,India,75.1174834,15.7671818,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41163
1163,Ramanagara,Karnataka,India,77.2804797,12.7252766,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41164
1164,Sirsi,Karnataka,India,74.8388611,14.6192362,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41165
1165,Chikmagalur,Karnataka,India,75.7738743,13.318014,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41166
1166,Ujire,Karnataka,India,75.3301061,12.9954619,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41167
1167,Ankola,Karnataka,India,17.5691241,-11.8775768,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41168
1168,Dod Ballapur,Karnataka,India,,,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41169
1169,Shahapur,Karnataka,India,73.41915407050868,19.51598515,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41170
1170,Haveri,Karnataka,India,75.3996731,14.7874825,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41171
1171,Mudbidri,Karnataka,India,74.9956362,13.0662337,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41172
1172,Anekal,Karnataka,India,77.68060437921743,12.799122,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41173
1173,Kumta,Karnataka,India,74.4107617,14.4261647,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41174
1174,Bangalore Rural,Karnataka,India,77.3361225,13.0010872,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41175
1175,Channapatna,Karnataka,India,77.2038931,12.6593727,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41176
1176,Goribidnur,Karnataka,India,,,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41177
1177,Puttur,Karnataka,India,79.5329474106502,13.41861395,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41178
1178,Koppa,Karnataka,India,22.1430203,68.2438034,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41179
1179,Gokarna,Karnataka,India,74.3184418,14.5439629,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41180
1180,Hole Narsipur,Karnataka,India,76.2466335,12.7853649,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41181
1181,Tirthahalli,Karnataka,India,75.2463699,13.6901992,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41182
1182,Chikodi,Karnataka,India,74.5759493,16.4256105,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41183
1183,Shrirangapattana,Karnataka,India,76.6778732,12.4241441,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41184
1184,Ilkal,Karnataka,India,76.11564,15.9598085,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41185
1185,Yellapur,Karnataka,India,74.7061458,14.9622518,71.98697275112747,15.697522986290323,78.6677428,22.3511148,85,10412,41186
1186,Thrissur,Kerala,India,76.2132542,10.5256264,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41187
1187,Kannur,Kerala,India,75.3737973,11.8763836,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41188
1188,Neyyattinkara,Kerala,India,77.0816275,8.4100639,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41189
1189,Cochin,Kerala,India,76.2454436,9.9674277,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41190
1190,Kozhikode,Kerala,India,75.7754716,11.2450558,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41191
1191,Kunnamangalam,Kerala,India,75.8785617,11.3046779,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41192
1192,Malappuram,Kerala,India,76.10995510466662,11.10684475,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41193
1193,Thiruvananthapuram,Kerala,India,76.947551,8.4882267,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41194
1194,Chengannur,Kerala,India,76.5938331028111,9.29127805,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41195
1195,Adoor,Kerala,India,76.77326138126125,9.1581862,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41196
1196,Kottayam,Kerala,India,76.64553257390992,9.6287383,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41197
1197,Kollam,Kerala,India,76.5955013,8.8879509,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41198
1198,Pathanamthitta,Kerala,India,76.97374429915658,9.2780841,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41199
1199,Idukki,Kerala,India,76.9797914,9.8497872,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41200
1200,Wayanad,Kerala,India,76.12690294658198,11.715219,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41201
1201,Ernakulam,Kerala,India,76.2741457,9.98408,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41202
1202,Changanacheri,Kerala,India,,,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41203
1203,Thodupuzha,Kerala,India,76.76444289215709,9.88303525,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41204
1204,Palakkad,Kerala,India,76.47408711165895,10.78789845,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41205
1205,Alappuzha,Kerala,India,76.41241428564258,9.5006651,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41206
1206,Manjeri,Kerala,India,76.1198109,11.1202289,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41207
1207,Aluva,Kerala,India,76.38839448844891,10.17039815,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41208
1208,Mahe,Kerala,India,75.5364701,11.7021978,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41209
1209,Muvattupuzha,Kerala,India,76.5634782925112,9.9269213,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41210
1210,Kotamangalam,Kerala,India,,,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41211
1211,Varkala,Kerala,India,76.7257086,8.7342288,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41212
1212,Thrissur District,Kerala,India,76.27261253399872,10.4786547,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41213
1213,Kasaragod,Kerala,India,74.9907022,12.5035577,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41214
1214,Palai,Kerala,India,76.0229444,32.6338817,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41215
1215,Thalassery,Kerala,India,75.64490544488862,11.83565105,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41216
1216,Angamaly,Kerala,India,76.3874109,10.1910284,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41217
1217,Adimaly,Kerala,India,76.9554575,10.0144274,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41218
1218,Tiruvalla,Kerala,India,76.5762652,9.3867448,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41219
1219,Irinjalakuda,Kerala,India,76.215806,10.3454442,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41220
1220,Vadakara,Kerala,India,75.70749351097206,11.66665,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41221
1221,Attingal,Kerala,India,76.8134401,8.6985965,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41222
1222,Puthanathani,Kerala,India,76.00462108208228,10.93790995,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41223
1223,Nadapuram,Kerala,India,75.654366,11.6851867,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41224
1224,Cherthala,Kerala,India,76.33246715541219,9.740204,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41225
1225,Payyannur,Kerala,India,75.23738056286618,12.11875635,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41226
1226,Perinthalmanna,Kerala,India,76.22992369222189,10.990946,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41227
1227,Munnar,Kerala,India,77.0600915,10.0869959,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41228
1228,Tirur,Kerala,India,76.00142835463933,10.90450625,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41229
1229,Perumbavoor,Kerala,India,76.4778152,10.1147548,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41230
1230,Mavelikara,Kerala,India,76.5402433,9.2504893,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41231
1231,Edappal,Kerala,India,76.0077904,10.7837932,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41232
1232,Vaikam,Kerala,India,76.4744489,9.7778824,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41233
1233,Kodungallur,Kerala,India,76.15264918448622,10.2902062,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41234
1234,Chalakkudi,Kerala,India,76.3726006,10.3122993,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41235
1235,Kottarakkara,Kerala,India,76.7875282658764,8.92476685,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41236
1236,Paravur Tekkumbhagam,Kerala,India,,,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41237
1237,Ottapalam,Kerala,India,76.3772453,10.7732226,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41238
1238,Pantalam,Kerala,India,,,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41239
1239,Guruvayur,Kerala,India,76.0417924,10.5950431,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41240
1240,Kattappana,Kerala,India,77.1140611,9.7561717,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41241
1241,Kayankulam,Kerala,India,76.5008685,9.172188,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41242
1242,Shoranur,Kerala,India,76.272355,10.7637196,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41243
1243,Kalady,Kerala,India,76.4390495,10.1666308,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41244
1244,Kannangad,Kerala,India,75.2429953,12.1988543,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41245
1245,Ponnani,Kerala,India,75.97975130462257,10.77491915,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41246
1246,Kalamassery,Kerala,India,76.3206787,10.0593517,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41247
1247,Ettumanoor,Kerala,India,76.5577768,9.6701806,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41248
1248,,Kerala,India,11.0480288,46.3144754,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41249
1249,Punalur,Kerala,India,77.02168488417499,8.94828515,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41250
1250,Alwaye,Kerala,India,76.3566989,10.1082525,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41251
1251,Mannarakkat,Kerala,India,,,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41252
1252,Paravur,Kerala,India,76.6715303,8.8098891,75.26513048637175,11.198834219354838,78.6677428,22.3511148,85,10413,41253
1253,Bhopal,Madhya Pradesh,India,77.401989,23.2584857,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41254
1254,Indore,Madhya Pradesh,India,75.8681996,22.7203616,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41255
1255,Gwalior,Madhya Pradesh,India,78.1573628,26.2037247,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41256
1256,Jabalpur,Madhya Pradesh,India,79.9497702,23.1608938,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41257
1257,Shivpuri,Madhya Pradesh,India,77.82811932629714,25.37524125,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41258
1258,Shahdol,Madhya Pradesh,India,81.364771,23.3002343,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41259
1259,Dewas,Madhya Pradesh,India,76.166667,23.0,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41260
1260,Datia,Madhya Pradesh,India,78.5,25.75,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41261
1261,Ujjain,Madhya Pradesh,India,75.7716562,23.1885131,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41262
1262,Ratlam,Madhya Pradesh,India,74.95397841237119,23.502187,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41263
1263,Neemuch,Madhya Pradesh,India,75.1829791463783,24.63055165,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41264
1264,Rewa,Madhya Pradesh,India,81.65493468694177,24.756718,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41265
1265,Vidisha,Madhya Pradesh,India,77.8148001,23.5225788,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41266
1266,Khandwa,Madhya Pradesh,India,76.5688282326971,21.9778642,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41267
1267,Bhind,Madhya Pradesh,India,78.75,26.5,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41268
1268,Chhatarpur,Madhya Pradesh,India,79.75,24.75,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41269
1269,Sehore,Madhya Pradesh,India,77.06623939176504,23.1156882,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41270
1270,Barwani,Madhya Pradesh,India,74.8978374,22.0333621,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41271
1271,Betul,Madhya Pradesh,India,77.87568124563079,21.8796162,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41272
1272,Mandsaur,Madhya Pradesh,India,75.38588022856008,24.2627979,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41273
1273,Morena,Madhya Pradesh,India,77.5,26.166667,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41274
1274,Sagar,Madhya Pradesh,India,78.75911360578634,23.80961225,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41275
1275,Chhindwara,Madhya Pradesh,India,78.80964495467987,22.13983105,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41276
1276,Guna,Madhya Pradesh,India,77.5,24.5,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41277
1277,Khargone,Madhya Pradesh,India,75.614182,21.825599,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41278
1278,Burhanpur,Madhya Pradesh,India,82.99442536730413,26.2697215,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41279
1279,Satna,Madhya Pradesh,India,81.0,24.5,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41280
1280,Katni,Madhya Pradesh,India,80.392456,23.8339621,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41281
1281,Narsimhapur,Madhya Pradesh,India,79.08676592149922,22.93412525,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41282
1282,Hoshangabad,Madhya Pradesh,India,77.7509281,22.6503147,77.87802024154418,23.71530461363636,78.6677428,22.3511148,85,10414,41283
