,City,id_state,log,lat,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
9782,Vyara,10407,73.3857702,21.1176744,Den,28,40,97,75,78,71,57,79,61,33,57,60,42,68
9783,Vyara,10407,73.3857702,21.1176744,Allo,51,24,55,30,70,37,77,66,73,69,47,86,52,19
9784,Vyara,10407,73.3857702,21.1176744,Nat,68,99,58,11,84,86,15,78,34,74,20,68,76,86
9785,Vyara,10407,73.3857702,21.1176744,Vet,21,59,77,36,91,41,62,80,13,11,71,43,66,42
9786,Vyara,10407,73.3857702,21.1176744,Ene,69,84,24,50,34,37,95,34,50,52,12,99,83,87
9787,Vyara,10407,73.3857702,21.1176744,hom,83,38,42,25,72,39,99,85,73,58,59,73,21,10
9788,Vyara,10407,73.3857702,21.1176744,Tra,78,92,17,31,75,25,84,66,36,10,97,66,85,86
9789,Vyara,10407,73.3857702,21.1176744,Una,56,37,60,34,36,38,71,39,62,28,46,74,33,73
9790,Vapi,10407,72.9084376,20.3735482,Ayu,50,98,70,37,31,73,99,82,88,10,80,10,99,59
9791,Vapi,10407,72.9084376,20.3735482,Chi,32,93,87,52,72,51,44,62,68,38,34,80,34,70
9792,Vapi,10407,72.9084376,20.3735482,Den,93,87,65,58,88,97,18,53,30,50,27,45,81,11
9793,Vapi,10407,72.9084376,20.3735482,Allo,65,30,60,62,37,29,74,14,14,78,40,19,43,64
9794,Vapi,10407,72.9084376,20.3735482,Nat,25,27,65,18,47,58,77,44,28,51,99,35,55,90
9795,Vapi,10407,72.9084376,20.3735482,Vet,13,33,51,62,73,50,12,87,28,44,89,69,33,86
9796,Vapi,10407,72.9084376,20.3735482,Ene,77,33,64,37,93,59,11,14,88,90,97,45,46,92
9797,Vapi,10407,72.9084376,20.3735482,hom,42,85,50,35,50,96,50,80,58,45,79,40,74,85
9798,Vapi,10407,72.9084376,20.3735482,Tra,62,42,13,83,52,65,24,27,23,76,97,26,94,49
9799,Vapi,10407,72.9084376,20.3735482,Una,16,98,52,50,83,87,87,77,88,90,22,39,85,86
9800,Bharuch,10407,73.0,21.75,Ayu,77,14,64,50,62,56,64,91,92,99,94,83,39,35
9801,Bharuch,10407,73.0,21.75,Chi,61,76,71,83,83,30,81,60,19,42,45,78,13,74
9802,Bharuch,10407,73.0,21.75,Den,45,94,98,13,71,94,98,38,34,30,97,72,30,79
9803,Bharuch,10407,73.0,21.75,Allo,38,55,77,85,33,89,91,76,36,16,41,77,80,99
9804,Bharuch,10407,73.0,21.75,Nat,32,67,42,98,31,50,22,31,52,80,87,11,28,50
9805,Bharuch,10407,73.0,21.75,Vet,51,38,47,48,79,14,17,68,45,25,46,34,57,92
9806,Bharuch,10407,73.0,21.75,Ene,32,19,61,85,69,50,10,71,15,42,82,99,29,12
9807,Bharuch,10407,73.0,21.75,hom,11,34,27,45,37,29,64,98,38,41,24,65,95,67
9808,Bharuch,10407,73.0,21.75,Tra,29,21,32,46,55,29,12,17,18,82,27,79,77,29
9809,Bharuch,10407,73.0,21.75,Una,51,91,69,80,43,46,87,80,12,78,14,12,72,14
9810,Anand,10407,72.9627227,22.5586555,Ayu,64,22,65,93,29,86,57,85,20,22,68,11,92,34
9811,Anand,10407,72.9627227,22.5586555,Chi,54,88,44,99,95,74,44,41,24,24,86,63,73,16
9812,Anand,10407,72.9627227,22.5586555,Den,75,80,34,77,40,60,75,35,93,34,95,33,78,65
9813,Anand,10407,72.9627227,22.5586555,Allo,22,77,79,70,75,83,58,59,88,91,53,81,48,68
9814,Anand,10407,72.9627227,22.5586555,Nat,65,20,31,99,38,31,23,78,77,79,94,63,83,70
9815,Anand,10407,72.9627227,22.5586555,Vet,10,56,99,76,26,85,43,78,52,41,29,96,80,25
9816,Anand,10407,72.9627227,22.5586555,Ene,61,27,28,75,87,77,70,38,99,93,75,88,82,52
9817,Anand,10407,72.9627227,22.5586555,hom,85,57,58,87,66,38,29,41,12,53,76,23,83,23
9818,Anand,10407,72.9627227,22.5586555,Tra,55,11,31,48,96,36,14,57,22,50,95,81,94,53
9819,Anand,10407,72.9627227,22.5586555,Una,53,82,60,41,84,17,18,30,29,64,40,18,55,81
9820,Banas Kantha,10407,72.5,24.25,Ayu,94,88,39,49,55,33,90,67,62,18,28,48,41,50
9821,Banas Kantha,10407,72.5,24.25,Chi,88,94,80,88,84,49,39,90,95,50,31,76,50,95
9822,Banas Kantha,10407,72.5,24.25,Den,22,16,38,83,14,20,38,64,19,13,22,89,97,26
9823,Banas Kantha,10407,72.5,24.25,Allo,83,67,63,45,12,99,69,76,67,47,21,67,37,57
9824,Banas Kantha,10407,72.5,24.25,Nat,33,72,45,93,18,48,52,73,25,26,73,11,38,52
9825,Banas Kantha,10407,72.5,24.25,Vet,19,91,55,42,33,16,93,58,37,27,13,32,86,22
9826,Banas Kantha,10407,72.5,24.25,Ene,63,54,26,39,37,54,80,63,36,67,62,90,74,31
9827,Banas Kantha,10407,72.5,24.25,hom,23,49,21,86,53,93,66,21,75,81,14,52,25,48
9828,Banas Kantha,10407,72.5,24.25,Tra,21,95,69,43,90,73,83,54,16,64,84,32,25,72
9829,Banas Kantha,10407,72.5,24.25,Una,70,32,40,43,83,81,37,55,62,99,60,66,75,11
9830,Rajkot,10407,70.8028377,22.3053263,Ayu,66,62,98,35,39,17,62,17,34,46,57,34,16,13
9831,Rajkot,10407,70.8028377,22.3053263,Chi,99,27,83,72,45,49,26,79,33,57,92,88,81,50
9832,Rajkot,10407,70.8028377,22.3053263,Den,30,56,42,61,44,95,17,37,91,65,92,93,50,35
9833,Rajkot,10407,70.8028377,22.3053263,Allo,64,99,97,26,63,21,61,92,65,15,75,28,92,94
9834,Rajkot,10407,70.8028377,22.3053263,Nat,83,70,78,63,42,38,85,84,18,78,31,82,31,16
9835,Rajkot,10407,70.8028377,22.3053263,Vet,28,66,99,63,17,60,60,68,30,10,22,38,32,80
9836,Rajkot,10407,70.8028377,22.3053263,Ene,29,73,55,53,72,17,71,94,41,71,27,28,78,79
9837,Rajkot,10407,70.8028377,22.3053263,hom,53,82,95,30,80,91,36,37,42,28,39,46,33,83
9838,Rajkot,10407,70.8028377,22.3053263,Tra,88,80,87,47,90,68,16,82,84,83,49,44,10,56
9839,Rajkot,10407,70.8028377,22.3053263,Una,33,94,92,89,74,88,13,48,86,98,78,83,72,28
9840,Nadiad,10407,72.8713603,22.6895535,Ayu,76,43,20,70,10,17,90,81,14,88,92,69,98,57
9841,Nadiad,10407,72.8713603,22.6895535,Chi,46,61,76,91,55,68,84,88,22,81,59,87,88,12
9842,Nadiad,10407,72.8713603,22.6895535,Den,78,73,87,46,72,33,99,77,56,29,42,84,10,39
9843,Nadiad,10407,72.8713603,22.6895535,Allo,20,73,52,22,13,89,51,16,13,98,44,68,24,99
9844,Nadiad,10407,72.8713603,22.6895535,Nat,51,41,71,20,77,34,27,12,25,61,22,45,60,88
9845,Nadiad,10407,72.8713603,22.6895535,Vet,34,19,24,26,97,44,17,99,76,41,86,60,68,45
9846,Nadiad,10407,72.8713603,22.6895535,Ene,77,51,14,39,78,32,47,34,72,20,19,22,75,11
9847,Nadiad,10407,72.8713603,22.6895535,hom,94,54,21,40,17,95,97,62,21,98,65,35,26,39
9848,Nadiad,10407,72.8713603,22.6895535,Tra,29,52,86,30,16,25,75,51,86,79,47,40,78,69
9849,Nadiad,10407,72.8713603,22.6895535,Una,46,23,87,34,86,15,30,97,29,19,88,84,40,75
9850,Palanpur,10407,72.4366375,24.1709794,Ayu,58,43,70,48,98,25,42,96,59,64,43,97,62,85
9851,Palanpur,10407,72.4366375,24.1709794,Chi,45,53,58,82,98,72,32,88,43,35,54,39,16,86
9852,Palanpur,10407,72.4366375,24.1709794,Den,51,65,98,85,74,37,82,40,89,11,34,69,25,15
9853,Palanpur,10407,72.4366375,24.1709794,Allo,59,35,51,59,60,79,72,67,88,22,53,77,96,37
9854,Palanpur,10407,72.4366375,24.1709794,Nat,36,48,92,25,17,41,53,75,69,13,11,56,25,17
9855,Palanpur,10407,72.4366375,24.1709794,Vet,62,70,80,29,28,27,92,93,57,34,68,64,54,86
9856,Palanpur,10407,72.4366375,24.1709794,Ene,22,39,65,94,94,83,67,11,52,79,49,34,62,94
9857,Palanpur,10407,72.4366375,24.1709794,hom,32,78,90,64,43,88,91,86,72,91,87,17,80,36
9858,Palanpur,10407,72.4366375,24.1709794,Tra,21,27,33,72,51,53,43,74,87,46,59,55,15,38
9859,Palanpur,10407,72.4366375,24.1709794,Una,72,45,46,12,42,33,28,96,61,66,60,57,45,48
9860,Jamnagar,10407,70.0552102,22.4732415,Ayu,52,19,93,65,23,13,29,30,17,64,10,51,46,87
9861,Jamnagar,10407,70.0552102,22.4732415,Chi,40,11,70,54,86,28,50,26,44,46,67,67,86,28
9862,Jamnagar,10407,70.0552102,22.4732415,Den,28,17,92,17,59,27,54,84,14,86,93,86,66,65
9863,Jamnagar,10407,70.0552102,22.4732415,Allo,67,85,21,33,56,15,34,98,62,48,54,27,18,10
9864,Jamnagar,10407,70.0552102,22.4732415,Nat,45,56,68,77,38,20,69,64,19,92,45,69,66,80
9865,Jamnagar,10407,70.0552102,22.4732415,Vet,36,28,88,59,15,86,10,47,62,63,42,22,29,41
9866,Jamnagar,10407,70.0552102,22.4732415,Ene,57,44,81,20,18,41,41,94,55,45,96,71,32,71
9867,Jamnagar,10407,70.0552102,22.4732415,hom,37,92,10,48,95,71,46,18,52,34,75,88,43,32
9868,Jamnagar,10407,70.0552102,22.4732415,Tra,16,98,20,48,49,35,58,95,27,78,85,30,69,18
9869,Jamnagar,10407,70.0552102,22.4732415,Una,81,26,70,68,77,49,98,95,24,88,22,86,27,13
9870,Valsad,10407,73.14098929730321,20.43219565,Ayu,85,29,37,22,48,60,56,83,49,49,95,72,63,90
9871,Valsad,10407,73.14098929730321,20.43219565,Chi,62,10,14,49,67,85,86,74,25,63,79,54,38,37
9872,Valsad,10407,73.14098929730321,20.43219565,Den,30,42,17,16,86,73,90,68,74,90,92,60,81,63
9873,Valsad,10407,73.14098929730321,20.43219565,Allo,33,20,28,71,58,97,44,71,96,75,24,54,37,80
9874,Valsad,10407,73.14098929730321,20.43219565,Nat,89,89,64,73,22,55,43,99,43,52,68,25,84,39
9875,Valsad,10407,73.14098929730321,20.43219565,Vet,43,52,53,14,21,92,72,88,95,83,62,86,41,50
9876,Valsad,10407,73.14098929730321,20.43219565,Ene,78,92,49,90,87,13,44,24,25,56,91,13,82,61
9877,Valsad,10407,73.14098929730321,20.43219565,hom,19,43,54,32,99,92,27,74,56,61,72,51,40,98
9878,Valsad,10407,73.14098929730321,20.43219565,Tra,79,54,99,80,74,47,81,20,48,92,43,91,92,92
9879,Valsad,10407,73.14098929730321,20.43219565,Una,72,16,76,99,98,80,27,46,12,74,76,58,37,23
9880,Visnagar,10407,72.5404601,23.7036823,Ayu,68,52,29,98,15,86,69,49,30,57,87,91,59,88
9881,Visnagar,10407,72.5404601,23.7036823,Chi,29,70,63,35,71,81,48,34,81,97,21,36,35,30
9882,Visnagar,10407,72.5404601,23.7036823,Den,69,68,94,14,88,12,65,10,20,92,21,53,79,35
9883,Visnagar,10407,72.5404601,23.7036823,Allo,79,43,50,62,14,86,90,29,15,21,76,48,51,67
9884,Visnagar,10407,72.5404601,23.7036823,Nat,35,39,70,58,41,21,81,37,40,35,67,92,20,59
9885,Visnagar,10407,72.5404601,23.7036823,Vet,84,72,14,98,85,51,44,82,10,63,85,12,14,23
9886,Visnagar,10407,72.5404601,23.7036823,Ene,54,92,78,14,60,73,15,60,14,29,90,78,43,21
9887,Visnagar,10407,72.5404601,23.7036823,hom,24,15,44,73,46,12,36,41,18,91,20,46,36,26
9888,Visnagar,10407,72.5404601,23.7036823,Tra,50,56,31,77,55,17,14,44,98,54,33,22,44,45
9889,Visnagar,10407,72.5404601,23.7036823,Una,91,81,80,65,15,45,82,52,68,34,10,34,58,76
9890,Vadnagar,10407,72.6332132,23.7853622,Ayu,54,21,67,50,82,41,36,26,37,65,70,44,61,94
9891,Vadnagar,10407,72.6332132,23.7853622,Chi,21,69,38,28,65,10,34,36,43,43,34,13,41,11
9892,Vadnagar,10407,72.6332132,23.7853622,Den,98,90,65,95,25,22,36,54,46,31,55,34,88,24
9893,Vadnagar,10407,72.6332132,23.7853622,Allo,64,72,28,80,43,62,43,24,41,76,94,91,57,52
9894,Vadnagar,10407,72.6332132,23.7853622,Nat,88,58,57,55,66,97,20,83,46,58,19,15,84,20
9895,Vadnagar,10407,72.6332132,23.7853622,Vet,48,50,13,86,77,46,86,69,96,62,25,68,67,39
9896,Vadnagar,10407,72.6332132,23.7853622,Ene,30,13,46,70,72,39,29,50,14,89,76,39,55,81
9897,Vadnagar,10407,72.6332132,23.7853622,hom,31,85,23,67,74,62,18,78,24,98,19,10,86,27
9898,Vadnagar,10407,72.6332132,23.7853622,Tra,29,41,44,44,57,53,59,15,68,13,21,45,17,95
9899,Vadnagar,10407,72.6332132,23.7853622,Una,16,45,29,94,11,38,62,22,47,34,60,15,31,22
9900,Bhuj,10407,69.668339,23.2472446,Ayu,60,86,19,55,30,64,53,36,60,51,88,57,68,31
9901,Bhuj,10407,69.668339,23.2472446,Chi,27,83,63,11,83,59,58,67,41,79,23,15,95,67
9902,Bhuj,10407,69.668339,23.2472446,Den,34,90,85,98,12,87,87,30,80,69,13,77,53,25
9903,Bhuj,10407,69.668339,23.2472446,Allo,88,31,22,32,87,19,49,37,26,12,14,77,75,17
9904,Bhuj,10407,69.668339,23.2472446,Nat,95,20,73,39,48,31,99,27,63,85,68,49,48,53
9905,Bhuj,10407,69.668339,23.2472446,Vet,79,75,43,62,16,36,26,93,86,92,23,79,32,93
9906,Bhuj,10407,69.668339,23.2472446,Ene,74,43,37,64,74,45,77,76,81,60,51,85,66,26
9907,Bhuj,10407,69.668339,23.2472446,hom,45,68,71,16,29,71,55,81,44,66,74,23,33,14
9908,Bhuj,10407,69.668339,23.2472446,Tra,89,78,91,27,57,83,63,96,93,84,21,47,82,60
9909,Bhuj,10407,69.668339,23.2472446,Una,68,15,53,75,11,48,77,70,59,54,53,82,86,36
9910,Amreli,10407,70.75,20.866667,Ayu,62,27,53,28,36,89,43,64,10,58,91,66,21,69
9911,Amreli,10407,70.75,20.866667,Chi,57,61,30,55,34,85,82,36,65,51,88,16,24,38
9912,Amreli,10407,70.75,20.866667,Den,31,82,94,66,71,53,91,91,87,29,13,32,43,61
9913,Amreli,10407,70.75,20.866667,Allo,86,25,87,12,94,56,56,18,10,22,57,44,34,98
9914,Amreli,10407,70.75,20.866667,Nat,39,99,82,26,53,41,79,31,38,27,46,33,71,26
9915,Amreli,10407,70.75,20.866667,Vet,80,82,26,44,26,66,81,60,20,47,82,83,49,21
9916,Amreli,10407,70.75,20.866667,Ene,67,68,72,24,85,49,82,98,75,46,64,57,50,36
9917,Amreli,10407,70.75,20.866667,hom,35,56,21,24,33,50,36,67,75,97,15,45,47,47
9918,Amreli,10407,70.75,20.866667,Tra,11,74,97,56,13,71,43,19,31,42,60,51,18,43
9919,Amreli,10407,70.75,20.866667,Una,46,44,11,82,21,19,25,37,17,54,26,55,65,42
9920,Kutch district,10407,70.0,23.583333,Ayu,90,83,23,61,67,27,20,73,91,63,55,79,18,82
9921,Kutch district,10407,70.0,23.583333,Chi,98,67,94,58,28,83,33,76,39,95,89,45,93,43
9922,Kutch district,10407,70.0,23.583333,Den,39,37,35,70,19,74,55,42,93,84,74,45,83,64
9923,Kutch district,10407,70.0,23.583333,Allo,28,28,34,59,19,48,89,29,79,44,88,46,57,73
9924,Kutch district,10407,70.0,23.583333,Nat,11,13,98,25,75,76,89,52,87,76,76,48,22,78
9925,Kutch district,10407,70.0,23.583333,Vet,64,58,76,61,23,63,51,17,53,99,29,59,27,29
9926,Kutch district,10407,70.0,23.583333,Ene,14,78,82,62,82,45,89,67,52,87,76,51,85,27
9927,Kutch district,10407,70.0,23.583333,hom,69,31,98,92,57,98,20,97,91,33,44,22,35,26
9928,Kutch district,10407,70.0,23.583333,Tra,45,88,45,33,62,31,45,41,30,37,39,90,25,96
9929,Kutch district,10407,70.0,23.583333,Una,83,63,46,77,60,76,55,84,91,35,17,45,11,45
9930,Patan,10407,71.68373465668734,23.77405735,Ayu,58,92,12,18,75,29,69,49,31,95,58,28,77,63
9931,Patan,10407,71.68373465668734,23.77405735,Chi,64,95,24,23,89,33,33,87,73,36,11,25,72,76
9932,Patan,10407,71.68373465668734,23.77405735,Den,72,76,49,16,61,56,69,91,32,29,16,82,93,75
9933,Patan,10407,71.68373465668734,23.77405735,Allo,86,16,35,18,56,58,58,69,68,95,14,96,51,56
9934,Patan,10407,71.68373465668734,23.77405735,Nat,13,60,21,18,11,63,79,74,33,60,73,66,90,55
9935,Patan,10407,71.68373465668734,23.77405735,Vet,11,68,33,35,62,13,21,11,10,68,69,27,90,15
9936,Patan,10407,71.68373465668734,23.77405735,Ene,77,63,53,89,11,56,65,79,96,35,24,87,54,32
9937,Patan,10407,71.68373465668734,23.77405735,hom,58,31,53,46,16,44,51,69,29,13,25,89,25,25
9938,Patan,10407,71.68373465668734,23.77405735,Tra,50,15,32,16,77,19,15,36,99,86,26,67,84,45
9939,Patan,10407,71.68373465668734,23.77405735,Una,21,95,88,68,77,57,76,15,45,16,29,74,86,88
9940,Karamsad,10407,72.9048945,22.541545,Ayu,40,85,30,15,98,41,90,64,97,54,82,98,18,73
9941,Karamsad,10407,72.9048945,22.541545,Chi,74,22,26,97,80,25,89,72,42,94,54,57,96,11
9942,Karamsad,10407,72.9048945,22.541545,Den,39,33,74,33,96,16,61,73,81,62,42,78,84,89
9943,Karamsad,10407,72.9048945,22.541545,Allo,94,98,71,54,78,32,13,17,98,15,85,67,70,59
9944,Karamsad,10407,72.9048945,22.541545,Nat,87,16,76,24,70,66,47,32,71,62,20,50,17,88
9945,Karamsad,10407,72.9048945,22.541545,Vet,75,94,18,22,92,62,64,26,92,37,85,66,98,97
9946,Karamsad,10407,72.9048945,22.541545,Ene,99,99,88,21,69,77,68,80,23,15,43,66,62,35
9947,Karamsad,10407,72.9048945,22.541545,hom,48,14,18,14,69,74,17,17,34,85,90,26,99,44
9948,Karamsad,10407,72.9048945,22.541545,Tra,85,85,53,24,26,83,81,42,13,94,43,79,92,21
9949,Karamsad,10407,72.9048945,22.541545,Una,20,44,97,20,97,93,76,78,29,89,65,63,81,61
9950,Junagadh,10407,70.45917211724378,21.5185589,Ayu,13,62,89,74,70,11,12,61,81,99,42,91,57,98
9951,Junagadh,10407,70.45917211724378,21.5185589,Chi,98,75,85,55,28,78,45,95,21,95,11,27,47,96
9952,Junagadh,10407,70.45917211724378,21.5185589,Den,61,71,72,44,82,87,84,10,64,52,18,35,51,63
9953,Junagadh,10407,70.45917211724378,21.5185589,Allo,29,66,77,71,80,69,66,50,25,14,91,66,62,35
9954,Junagadh,10407,70.45917211724378,21.5185589,Nat,64,50,13,64,13,60,64,74,58,61,63,85,74,30
9955,Junagadh,10407,70.45917211724378,21.5185589,Vet,58,65,79,67,13,99,75,46,42,14,57,78,65,47
9956,Junagadh,10407,70.45917211724378,21.5185589,Ene,58,93,22,35,31,33,40,64,94,91,56,45,14,42
9957,Junagadh,10407,70.45917211724378,21.5185589,hom,29,69,20,80,70,66,97,37,93,40,87,62,47,63
9958,Junagadh,10407,70.45917211724378,21.5185589,Tra,67,77,85,34,22,84,89,72,66,21,40,30,80,15
9959,Junagadh,10407,70.45917211724378,21.5185589,Una,80,22,46,16,28,49,85,31,55,54,16,75,93,15
9960,Surendranagar,10407,71.666667,22.75,Ayu,53,19,26,14,22,81,78,30,35,59,58,64,90,70
9961,Surendranagar,10407,71.666667,22.75,Chi,95,25,97,59,43,64,31,53,75,61,84,45,86,92
9962,Surendranagar,10407,71.666667,22.75,Den,33,66,82,49,61,79,95,51,45,34,66,64,42,79
9963,Surendranagar,10407,71.666667,22.75,Allo,77,18,67,31,20,65,50,49,84,34,37,80,67,17
9964,Surendranagar,10407,71.666667,22.75,Nat,88,63,80,78,74,54,39,53,91,45,11,37,52,88
9965,Surendranagar,10407,71.666667,22.75,Vet,11,89,17,58,64,21,87,23,67,89,32,28,79,37
9966,Surendranagar,10407,71.666667,22.75,Ene,97,30,67,93,24,23,49,23,70,51,32,21,77,23
9967,Surendranagar,10407,71.666667,22.75,hom,64,10,68,51,73,40,37,10,50,40,94,77,91,31
9968,Surendranagar,10407,71.666667,22.75,Tra,61,31,87,26,59,61,32,16,20,43,29,23,77,94
9969,Surendranagar,10407,71.666667,22.75,Una,90,61,66,62,60,49,34,54,38,67,53,91,32,57
9970,Gandhinagar,10407,72.6492267,23.2232877,Ayu,92,30,66,81,56,47,14,46,36,64,54,90,13,67
9971,Gandhinagar,10407,72.6492267,23.2232877,Chi,22,56,97,39,99,45,59,32,82,11,94,31,39,51
9972,Gandhinagar,10407,72.6492267,23.2232877,Den,14,54,43,22,51,16,29,36,57,56,62,47,52,92
9973,Gandhinagar,10407,72.6492267,23.2232877,Allo,35,21,24,92,82,87,22,30,58,59,68,19,45,76
9974,Gandhinagar,10407,72.6492267,23.2232877,Nat,67,94,44,13,48,55,14,71,55,28,20,82,94,82
9975,Gandhinagar,10407,72.6492267,23.2232877,Vet,27,84,98,58,44,93,37,53,44,31,42,86,59,43
9976,Gandhinagar,10407,72.6492267,23.2232877,Ene,36,61,94,51,11,29,36,91,53,66,86,47,93,26
9977,Gandhinagar,10407,72.6492267,23.2232877,hom,43,48,57,78,94,60,29,18,86,58,69,13,31,35
9978,Gandhinagar,10407,72.6492267,23.2232877,Tra,16,11,20,26,64,99,27,26,81,90,28,71,35,26
9979,Gandhinagar,10407,72.6492267,23.2232877,Una,58,34,67,53,41,89,71,57,19,58,15,43,61,63
9980,Kalol,10407,73.4617061,22.6103179,Ayu,15,33,49,74,48,22,84,27,57,91,30,73,63,52
9981,Kalol,10407,73.4617061,22.6103179,Chi,51,27,80,58,69,40,45,10,58,96,90,16,69,90
9982,Kalol,10407,73.4617061,22.6103179,Den,79,74,91,31,48,69,35,43,47,86,94,48,47,76
9983,Kalol,10407,73.4617061,22.6103179,Allo,55,81,16,38,48,10,63,17,98,27,43,40,57,33
9984,Kalol,10407,73.4617061,22.6103179,Nat,98,59,82,91,72,78,11,51,30,85,96,40,69,30
9985,Kalol,10407,73.4617061,22.6103179,Vet,84,35,89,42,36,65,86,37,29,72,88,28,10,70
9986,Kalol,10407,73.4617061,22.6103179,Ene,95,98,92,31,35,79,29,80,87,56,90,13,86,22
9987,Kalol,10407,73.4617061,22.6103179,hom,54,78,21,36,64,98,95,39,70,38,43,69,38,13
9988,Kalol,10407,73.4617061,22.6103179,Tra,72,41,84,45,41,97,73,43,60,89,30,32,39,88
9989,Kalol,10407,73.4617061,22.6103179,Una,61,66,43,17,23,49,30,92,54,80,38,69,88,87
9990,Borsad,10407,72.905252,22.4094019,Ayu,55,98,25,68,24,33,55,69,29,88,16,67,43,51
9991,Borsad,10407,72.905252,22.4094019,Chi,45,44,50,92,44,81,53,82,92,80,57,27,61,22
9992,Borsad,10407,72.905252,22.4094019,Den,40,82,79,84,91,79,16,39,63,22,11,92,97,55
9993,Borsad,10407,72.905252,22.4094019,Allo,96,94,60,12,83,53,41,62,65,83,11,67,72,83
9994,Borsad,10407,72.905252,22.4094019,Nat,62,62,77,58,70,44,11,25,80,54,38,86,32,56
9995,Borsad,10407,72.905252,22.4094019,Vet,62,64,82,89,11,18,11,14,57,94,18,93,81,30
9996,Borsad,10407,72.905252,22.4094019,Ene,18,56,16,86,86,84,14,90,44,17,31,67,49,20
9997,Borsad,10407,72.905252,22.4094019,hom,49,31,81,65,80,86,55,12,71,49,80,28,70,62
9998,Borsad,10407,72.905252,22.4094019,Tra,91,73,96,19,16,82,20,61,87,16,71,99,34,38
9999,Borsad,10407,72.905252,22.4094019,Una,37,97,99,28,75,41,83,74,53,92,27,56,25,16
10000,Mahesana,10407,72.3867981,23.6015557,Ayu,92,55,23,28,75,60,96,22,47,78,90,99,59,51
10001,Mahesana,10407,72.3867981,23.6015557,Chi,77,67,23,53,88,31,71,24,57,41,99,33,17,90
10002,Mahesana,10407,72.3867981,23.6015557,Den,44,33,41,91,71,93,99,99,70,77,77,90,74,22
10003,Mahesana,10407,72.3867981,23.6015557,Allo,22,59,41,70,73,11,11,99,14,49,64,26,22,52
10004,Mahesana,10407,72.3867981,23.6015557,Nat,75,54,60,45,82,82,67,32,37,98,94,97,80,64
10005,Mahesana,10407,72.3867981,23.6015557,Vet,59,87,10,70,54,82,61,47,25,30,36,66,15,83
10006,Mahesana,10407,72.3867981,23.6015557,Ene,85,38,13,53,44,88,30,49,98,22,21,61,45,24
10007,Mahesana,10407,72.3867981,23.6015557,hom,79,60,86,68,71,24,85,86,24,69,13,51,56,41
10008,Mahesana,10407,72.3867981,23.6015557,Tra,99,16,50,39,71,82,79,26,28,90,22,37,15,26
10009,Mahesana,10407,72.3867981,23.6015557,Una,40,98,65,76,27,87,89,21,33,53,54,67,65,81
10010,Morbi,10407,70.8345928,22.8176662,Ayu,42,85,91,89,61,38,30,30,54,68,88,52,36,94
10011,Morbi,10407,70.8345928,22.8176662,Chi,99,38,92,84,61,44,37,74,64,48,89,89,35,43
10012,Morbi,10407,70.8345928,22.8176662,Den,59,90,46,88,41,95,69,65,31,60,40,91,33,97
10013,Morbi,10407,70.8345928,22.8176662,Allo,92,51,56,12,78,66,64,32,44,65,58,65,91,47
10014,Morbi,10407,70.8345928,22.8176662,Nat,28,51,13,55,76,85,56,22,84,30,27,99,57,53
10015,Morbi,10407,70.8345928,22.8176662,Vet,81,43,32,16,24,98,67,71,15,77,94,22,28,32
10016,Morbi,10407,70.8345928,22.8176662,Ene,80,11,13,44,97,11,51,48,44,59,93,43,22,24
10017,Morbi,10407,70.8345928,22.8176662,hom,38,77,55,70,58,79,25,65,94,78,52,38,66,84
10018,Morbi,10407,70.8345928,22.8176662,Tra,95,12,58,38,64,92,41,74,61,55,67,88,57,13
10019,Morbi,10407,70.8345928,22.8176662,Una,65,39,75,76,31,35,35,75,60,60,42,53,29,20
10020,Olpad,10407,72.7516479,21.3360054,Ayu,89,39,32,94,64,84,67,43,40,97,10,69,63,69
10021,Olpad,10407,72.7516479,21.3360054,Chi,50,29,21,68,87,84,44,11,98,28,27,49,99,35
10022,Olpad,10407,72.7516479,21.3360054,Den,51,46,79,82,89,98,52,78,75,32,68,83,47,85
10023,Olpad,10407,72.7516479,21.3360054,Allo,93,61,38,53,92,69,11,47,17,93,12,47,10,60
10024,Olpad,10407,72.7516479,21.3360054,Nat,94,38,24,40,41,93,16,80,69,29,59,72,16,99
10025,Olpad,10407,72.7516479,21.3360054,Vet,51,84,47,95,54,77,64,12,53,99,94,39,17,54
10026,Olpad,10407,72.7516479,21.3360054,Ene,89,96,61,88,24,24,65,40,44,42,63,55,46,26
10027,Olpad,10407,72.7516479,21.3360054,hom,64,19,21,77,34,13,22,80,88,82,28,59,13,55
10028,Olpad,10407,72.7516479,21.3360054,Tra,74,50,32,76,82,31,39,53,60,25,47,60,64,19
10029,Olpad,10407,72.7516479,21.3360054,Una,13,47,13,48,93,20,19,73,53,51,64,74,63,81
10030,Godhra,10407,73.6245157,22.7785001,Ayu,68,76,46,11,36,45,84,21,93,38,86,99,64,54
10031,Godhra,10407,73.6245157,22.7785001,Chi,46,20,44,70,67,63,73,55,99,60,91,27,66,51
10032,Godhra,10407,73.6245157,22.7785001,Den,62,73,45,72,29,81,23,53,41,96,87,99,25,33
10033,Godhra,10407,73.6245157,22.7785001,Allo,75,31,62,29,49,17,87,14,65,28,59,51,10,24
10034,Godhra,10407,73.6245157,22.7785001,Nat,23,88,41,98,31,45,63,57,12,73,58,17,19,41
